TCGA.S9.A6U1	TCGA.HT.7483	TCGA.VW.A7QS	TCGA.HT.A5RA	TCGA.DH.A66G	TCGA.P5.A5EX	TCGA.DH.A7UR	TCGA.HT.7604	TCGA.IK.8125	TCGA.HT.A61C	TCGA.HT.A74K	TCGA.DB.A4XD	TCGA.HT.7477	TCGA.S9.A6TX	TCGA.DB.A75K	TCGA.HT.A619	TCGA.FN.7833	TCGA.HT.8114
ENSG00000186442	0	0	0	0	3	0	3	0	9	0	0	0	2	0	0	0	0	1
ENSG00000186446	900	896	615	319	453	216	696	744	959	482	216	584	765	533	500	667	602	1582
ENSG00000186448	1962	2089	2001	585	1033	965	1701	2577	2487	1284	810	1735	1459	1413	1285	1743	1791	4251
ENSG00000186451	2	21	51	10	22	13	11	9	13	10	19	2	6	3	16	3	6	51
ENSG00000186452	0	1	1	0	2	0	0	0	1	1	0	1	0	0	1	0	2	0
ENSG00000186453	17	22	20	14	38	11	19	27	15	30	11	24	17	13	19	27	40	47
ENSG00000186458	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	1
ENSG00000186462	1193	1889	1754	600	2688	1006	1539	1678	3671	372	620	791	946	1782	1568	1187	1419	2928
ENSG00000186466	26	14	3	3	14	6	1	7	5	1	2	7	230	2	3	12	44	21
ENSG00000186468	27310	28842	21121	11488	12571	16942	36789	44155	43542	13313	33849	22484	18173	32017	26721	20958	16950	51173
ENSG00000186469	2369	7692	8053	2641	8230	2564	7861	3925	9755	4873	3587	3854	5382	4365	5252	8964	3451	11211
ENSG00000186470	1418	1114	482	5114	2660	3651	1406	2860	704	2722	1361	892	2074	1744	6590	688	2848	12287
ENSG00000186471	5	4	12	8	6	15	27	6	12	3	9	1	3	9	14	4	5	4
ENSG00000186472	223	1594	714	6	2555	35	886	386	2726	544	67	89	389	111	138	300	150	980
ENSG00000186474	0	0	7	0	1	1	0	0	1	0	0	0	0	3	0	0	0	0
ENSG00000186479	200	846	488	108	1184	174	331	488	1975	188	16	268	251	327	503	506	212	1912
ENSG00000186480	2034	3952	5376	8410	5743	2465	14088	3184	6346	1735	1326	1916	4495	2471	2398	3273	2694	3077
ENSG00000186481	15	21	7	0	16	2	14	7	98	2	4	5	6	30	4	22	10	7
ENSG00000186487	123	1425	1028	0	4411	44	1614	188	5441	224	564	68	594	1457	1036	4291	25	1267
ENSG00000186493	236	567	127	46	160	484	2	595	24	666	898	508	971	1143	75	242	362	490
ENSG00000186496	219	255	182	185	166	152	89	310	285	134	76	183	141	124	178	177	260	582
ENSG00000186501	3416	3128	2597	3877	2818	3357	2829	4558	2617	3549	3296	2484	4275	2203	3353	1802	3825	6084
ENSG00000186508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186509	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000186510	0	3	1	61	5	5	21	2	9	13	2	0	56	11	6	1	2	6
ENSG00000186513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186517	1067	804	246	714	871	1649	655	845	816	1106	393	670	854	567	1391	252	2340	3252
ENSG00000186522	2362	1324	277	3029	1793	1295	1392	1587	1521	1133	359	1546	2598	1164	682	297	1374	2003
ENSG00000186523	49	21	32	102	45	73	160	13	60	134	32	25	21	51	65	153	38	32
ENSG00000186526	0	0	3	0	0	0	1	1	0	0	0	0	0	1	2	4	0	1
ENSG00000186529	111	74	17	12	22	12	45	15	39	88	25	128	23	96	44	0	1360	84
ENSG00000186532	1095	1019	1144	1568	853	685	1464	940	1508	956	378	588	1111	1048	1322	1172	969	1519
ENSG00000186543	1	1	0	2	0	0	3	1	2	0	0	1	1	0	2	0	1	0
ENSG00000186562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186564	15	18	41	21	7	23	53	12	33	149	54	6	107	22	14	8	5	113
ENSG00000186566	5918	5518	5814	3955	4673	3295	4381	6734	6775	2412	1015	4835	4751	4837	5705	4279	5703	10142
ENSG00000186567	457	300	198	186	163	204	478	288	124	369	172	299	535	204	466	141	291	488
ENSG00000186572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186575	4867	3963	5453	3523	3173	2806	5553	5646	4269	4408	3876	3520	3083	4587	4580	3829	3661	5698
ENSG00000186577	1899	2809	4798	2884	1804	4054	2607	1788	2653	2945	4327	1109	1896	2784	4328	1905	2174	3830
ENSG00000186579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186583	14	6	3	3	18	9	3	10	12	14	11	12	4	10	9	1	13	22
ENSG00000186591	14146	14514	22722	17951	13751	12577	8938	20725	17135	10079	6579	13542	10227	11863	10960	14981	11638	40783
ENSG00000186594	235	535	760	761	1645	411	276	275	505	739	248	174	508	374	772	225	316	705
ENSG00000186599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186603	30	31	27	39	36	41	19	22	53	21	8	23	92	37	65	12	23	29
ENSG00000186615	134	179	117	62	96	40	147	282	189	51	42	102	125	148	125	154	125	290
ENSG00000186625	821	728	964	862	544	846	821	884	762	968	772	614	1325	868	818	674	519	1292
ENSG00000186628	47	18	8	7	12	7	29	17	28	11	6	20	32	15	8	8	11	13
ENSG00000186635	8394	4965	5475	6058	4326	6005	7005	7467	7008	6446	5685	5477	8117	7916	11573	6007	8250	13395
ENSG00000186638	296	208	124	407	202	130	187	302	263	588	55	133	976	152	132	83	267	358
ENSG00000186642	2627	3155	9300	308	5817	1044	4345	4110	9776	586	2428	1744	1946	9477	4066	1677	862	4822
ENSG00000186645	0	0	1	1	1	1	0	0	1	1	2	0	0	0	0	1	0	0
ENSG00000186648	832	781	5114	185	961	149	3177	1037	3148	305	1179	829	592	4486	3192	1658	1145	1268
ENSG00000186652	1	0	2	1	0	1	6	1	0	3	2	0	4	0	0	0	0	0
ENSG00000186654	342	423	65	360	668	312	721	168	985	1544	563	173	278	389	484	69	273	308
ENSG00000186660	5452	6279	6433	6327	4358	4701	5761	7217	8297	4493	2238	4754	6870	4851	4542	6377	5603	10821
ENSG00000186665	484	1073	929	445	471	689	701	883	978	1056	370	325	935	625	717	849	508	672
ENSG00000186666	546	523	461	421	311	350	599	739	377	450	232	383	652	319	527	448	591	868
ENSG00000186675	17	321	115	0	231	23	30	8	371	113	0	118	253	6	113	174	143	22
ENSG00000186676	12	1	9	1	3	1	101	2	1	31	132	62	52	78	2	10	85	9
ENSG00000186678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186684	571	463	51	14	234	4	36	636	154	166	40	289	104	75	76	27	155	462
ENSG00000186687	1920	2741	2744	2482	1791	1086	2590	3683	4419	1269	1229	2261	1794	2222	1970	3885	2368	3974
ENSG00000186704	23	13	29	33	25	26	17	19	20	16	13	17	23	25	23	47	34	25
ENSG00000186710	9	2	9	12	10	47	17	11	12	106	14	10	12	10	19	12	55	12
ENSG00000186714	17	5	19	6	9	5	14	6	10	19	15	10	16	11	14	5	18	18
ENSG00000186715	25	88	61	0	8	0	131	54	21	19	20	51	18	67	89	10	51	66
ENSG00000186716	19424	10219	11280	12222	7204	8150	9158	22463	16841	4111	11261	28937	4380	18079	30977	23996	18594	31316
ENSG00000186723	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	1	1	1
ENSG00000186732	97	692	23	89	1746	56	748	47	1307	144	38	34	453	139	320	10	24	183
ENSG00000186743	0	1	3	2	1	2	0	1	0	0	2	0	1	1	1	1	0	1
ENSG00000186765	5	14	4	21	9	5	22	4	6	57	41	4	13	11	14	9	3	13
ENSG00000186766	0	3	3	0	0	0	1	1	0	1	0	0	0	0	0	0	0	3
ENSG00000186767	552	194	201	386	292	85	403	456	455	209	127	199	738	221	207	322	293	404
ENSG00000186777	15	25	13	4	14	5	24	7	8	9	4	3	75	11	22	12	12	7
ENSG00000186787	138	162	229	136	100	163	265	137	280	168	175	86	171	281	307	204	98	261
ENSG00000186788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186790	1	1	4	2	6	0	1	7	0	1	2	1	34	0	3	2	0	12
ENSG00000186792	163	229	241	119	165	87	312	263	165	158	201	128	236	99	138	277	124	440
ENSG00000186795	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	2
ENSG00000186803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186806	87	221	36	193	80	34	80	33	74	244	53	70	147	101	187	22	195	418
ENSG00000186810	1	3	0	24	16	69	2	1	3	26	9	0	3	2	2	0	12	45
ENSG00000186812	3002	2451	3305	1324	2053	752	2917	2491	3036	2448	1372	2040	2163	2040	2720	3065	2061	3894
ENSG00000186814	2121	2166	3001	1852	1669	733	1719	2897	2089	1498	757	1583	1945	1326	1641	1568	2052	3662
ENSG00000186815	3530	4747	3974	4441	3056	6855	3034	2801	7253	1952	2258	4331	1780	11666	8342	1970	3740	8198
ENSG00000186818	2166	1494	188	1151	1530	940	170	1068	1205	2399	1068	1173	1373	1203	1393	39	4263	5410
ENSG00000186825	1	1	0	1	1	0	0	3	0	3	1	1	3	0	2	2	0	2
ENSG00000186827	34	13	86	99	27	229	456	16	18	127	483	11	53	24	61	222	25	38
ENSG00000186831	2	0	1	2	2	1	0	0	2	1	1	0	3	0	0	0	0	0
ENSG00000186832	1	2	933	27	209	3	2	0	1	11	1	0	13	1	98	0	188	1
ENSG00000186834	3572	2437	2093	2557	2910	2741	4011	2818	3013	2691	2219	2203	3099	3046	4168	1376	3952	6804
ENSG00000186838	32	13	3	20	3	20	18	4	9	60	39	30	6	17	39	11	35	16
ENSG00000186844	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
ENSG00000186847	0	4	2411	106	336	1	0	1	4	20	1	0	29	0	198	0	258	1
ENSG00000186854	24	120	23	25	130	122	95	12	221	54	9	10	72	16	29	14	31	79
ENSG00000186860	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2
ENSG00000186862	132	146	1041	33	228	133	495	54	393	137	321	88	215	452	556	184	133	199
ENSG00000186866	1865	1655	4103	4859	1690	1555	2056	2107	2350	2597	1428	1580	2541	2885	4088	2039	1867	2912
ENSG00000186867	8	62	3	8	13	42	20	15	54	2	1	9	22	35	36	40	41	102
ENSG00000186868	45899	43952	43457	5634	33334	13254	26459	35419	57349	4902	16482	36403	23888	42428	36800	33078	29895	57344
ENSG00000186871	86	41	32	207	22	20	121	151	57	307	20	15	331	28	41	32	81	35
ENSG00000186881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186889	191	192	267	319	249	399	439	259	504	469	233	146	154	162	162	293	212	432
ENSG00000186891	4	8	28	17	30	49	42	6	39	66	54	2	5	1	22	18	2	39
ENSG00000186895	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186897	2316	3102	92	24	235	33	187	655	65	50	55	431	106	117	53	62	295	183
ENSG00000186907	289	592	597	85	806	354	421	516	1070	2172	920	204	651	1936	1400	111	165	629
ENSG00000186908	4728	4795	4937	3261	4779	2864	4034	5125	6672	2674	1252	4012	3820	3243	3460	4700	5507	8487
ENSG00000186910	0	1	1	8	1	1	6	1	0	0	2	0	0	0	0	0	0	1
ENSG00000186912	4	2	6	1	5	5	2	0	7	0	0	3	0	3	6	3	4	10
ENSG00000186918	2480	2113	3357	3544	1934	2619	1582	3764	2138	2457	1502	2033	2704	2386	3428	1882	3565	4757
ENSG00000186919	35	34	21	29	33	39	54	42	52	81	79	34	71	35	38	28	49	52
ENSG00000186924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186940	118	210	241	222	46	194	182	145	163	7	170	129	120	234	292	195	61	328
ENSG00000186943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186951	2686	2978	1940	2444	1834	1551	971	2737	3502	708	521	3600	1139	1731	1423	863	3585	6755
ENSG00000186952	216	320	218	216	229	210	90	217	347	135	64	235	100	125	112	72	380	1016
ENSG00000186960	14	177	178	62	176	117	209	34	427	76	159	17	112	102	584	232	43	62
ENSG00000186965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186971	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186973	1	1	0	65	3	4	6	2	1	86	3	1	5	0	2	1	72	8
ENSG00000186976	118	143	112	206	211	191	71	188	193	135	52	95	60	71	93	82	216	306
ENSG00000186977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186994	449	324	214	300	133	226	1693	208	602	221	728	223	642	1202	718	451	324	462
ENSG00000186998	643	759	387	1983	829	1672	799	1324	1582	1260	1267	639	225	1196	1449	1259	1635	947
ENSG00000187003	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ENSG00000187005	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
ENSG00000187010	56	33	23	0	35	37	50	55	6	12	22	1	74	4	59	23	37	42
ENSG00000187012	0	6	0	0	9	0	1	0	6	0	0	0	1	0	0	0	0	3
ENSG00000187013	32	19	33	39	4	23	67	10	16	87	35	8	40	44	64	13	8	23
ENSG00000187017	28	42	45	36	45	7	39	31	28	81	95	7	44	5	21	22	51	6
ENSG00000187021	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	1
ENSG00000187024	10	17	31	11	25	5	14	8	16	12	7	5	14	8	13	10	12	20
ENSG00000187026	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000187033	0	0	1	2	0	0	1	3	2	1	0	1	0	0	1	0	2	0
ENSG00000187037	7	2	3	17	15	75	1	1	5	5	3	0	7	3	0	2	3	37
ENSG00000187045	22	15	12	21	20	7	16	6	15	34	3	11	22	15	7	11	16	15
ENSG00000187048	0	4	0	1	3	2	14	0	5	0	2	0	1	6	3	1	1	4
ENSG00000187049	652	277	700	1050	180	687	662	325	636	854	309	441	384	568	505	348	1066	927
ENSG00000187051	2324	2330	3310	4056	1533	3744	3443	3289	2894	4813	6183	1826	2659	3485	4189	2127	2408	4572
ENSG00000187054	2	0	1	0	1	0	0	1	0	0	0	1	6	0	0	0	1	0
ENSG00000187066	77	49	98	45	49	48	110	90	81	101	59	54	116	173	164	90	94	87
ENSG00000187068	5718	6730	47	5941	4847	271	1389	4111	5415	4884	536	4577	6589	1737	3034	70	5808	4159
ENSG00000187079	7763	8487	6464	9448	4298	4796	5557	14436	9800	4228	1851	7888	4315	4906	4837	4378	10085	17501
ENSG00000187080	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
ENSG00000187082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187091	3056	2309	3716	1502	2730	2057	1822	3326	2790	2182	1466	2022	1552	3446	4554	1227	6869	7630
ENSG00000187094	98	2286	90	3	1582	104	1272	36	1841	85	24	14	599	47	823	39	38	449
ENSG00000187097	731	1173	539	1488	879	774	742	847	1157	410	226	608	910	707	604	352	755	1751
ENSG00000187098	693	351	330	132	407	1077	184	913	479	463	232	490	487	424	283	128	383	1168
ENSG00000187103	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0
ENSG00000187105	16	18	2	80	27	16	46	14	32	11	12	40	23	26	17	8	38	20
ENSG00000187109	28520	38615	20254	12452	14685	18740	27103	41585	41648	21153	24473	21639	24006	29730	23305	37222	19845	49547
ENSG00000187116	6	17	22	14	30	15	1	4	3	13	9	1	23	5	49	4	85	39
ENSG00000187118	441	383	739	323	318	497	440	420	674	617	433	315	671	492	518	493	432	940
ENSG00000187122	24879	6553	24197	596	5722	296	20256	17061	45247	14130	10475	13158	1416	47564	62445	37503	17787	21858
ENSG00000187123	504	383	40	436	425	176	185	269	706	347	47	663	164	76	90	147	136	470
ENSG00000187134	111	496	1495	35	470	1694	180	3129	1110	195	436	493	42	657	435	386	953	850
ENSG00000187135	979	919	815	4	926	14	441	640	1321	592	1088	536	2272	1069	395	924	428	742
ENSG00000187140	215	0	0	97	3	1	1	84	3	50	0	86	169	2	11	0	2	105
ENSG00000187144	8	5	2	6	3	3	7	2	2	0	0	6	12	8	14	3	4	3
ENSG00000187147	5786	3984	2111	3014	3096	2013	3826	4906	3862	2975	3610	3885	4705	6104	5545	2147	5249	7686
ENSG00000187151	0	10	10	1	4	19	7	15	17	4	1	2	1	6	6	15	12	43
ENSG00000187164	5975	1495	105	534	3191	1164	1223	2556	3731	3687	2117	1915	1549	5587	3694	132	2510	3453
ENSG00000187166	14	24	19	10	18	13	3	39	21	2	6	16	7	8	6	10	24	31
ENSG00000187170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187172	0	0	0	0	0	0	30	0	0	0	0	0	1	0	0	1	0	0
ENSG00000187173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187185	0	4	1	0	0	0	1	1	1	1	0	4	2	1	1	1	3	0
ENSG00000187186	17	66	50	66	56	15	79	20	85	225	52	10	12	36	91	17	7	34
ENSG00000187187	832	556	356	600	324	145	438	650	309	371	191	489	400	242	264	274	528	817
ENSG00000187189	8400	9223	8124	4214	8858	4119	7622	8997	12838	4395	2245	6035	5742	4848	6603	5588	4569	17860
ENSG00000187191	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187193	7354	10052	63805	12627	3694	6120	3311	15546	4899	3288	27313	12820	4352	17035	75664	2335	17388	44097
ENSG00000187210	59	177	120	385	228	487	159	58	268	175	25	17	159	54	62	51	199	236
ENSG00000187223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000187229	0	0	0	0	0	2	2	0	1	3	0	1	2	2	1	0	0	2
ENSG00000187231	5259	6559	2738	4133	3388	2139	2991	3862	5668	2100	1068	3872	2334	2929	2879	1564	3810	6701
ENSG00000187238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187239	6416	5205	3605	6006	3605	3786	4558	4171	5149	3160	2154	4748	4270	5598	4670	2704	4373	7235
ENSG00000187240	1403	1361	1377	1829	2084	1469	763	2715	2669	552	255	1567	860	681	877	1286	2402	5256
ENSG00000187242	3	8	1	3	2	0	3	0	1	1	1	1	3	1	3	2	2	3
ENSG00000187243	12	7	15	3	9	2	3	4	2	11	7	8	5	10	20	4	8	23
ENSG00000187244	1892	1516	1176	2689	990	3427	6406	1481	1562	2035	5639	594	1971	2574	2622	2986	1199	2030
ENSG00000187257	2298	1939	1609	1673	1655	981	2324	2855	2394	2116	779	2002	1783	2077	1953	4180	2161	3095
ENSG00000187258	0	0	20	0	38	36	0	0	21	0	0	0	3	1	1	0	0	6
ENSG00000187260	535	472	924	86	488	86	495	235	359	429	384	341	147	436	761	584	295	596
ENSG00000187266	440	207	621	357	358	398	1011	417	420	267	546	533	393	1041	735	816	506	621
ENSG00000187268	0	3	2	1	4	2	1	0	0	0	0	0	0	1	2	1	1	2
ENSG00000187272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187288	8	17	5	6	5	3	4	8	4	9	7	8	9	11	11	4	3	12
ENSG00000187323	1035	2729	786	1430	938	16	43	2296	1748	165	219	1172	2743	423	694	263	1136	822
ENSG00000187325	3317	4651	4241	2733	2452	2415	3414	4831	4972	2355	1645	2689	4686	2965	2387	3632	3264	6978
ENSG00000187372	292	325	270	1114	193	85	431	262	333	237	51	172	369	158	152	120	159	358
ENSG00000187391	2476	2920	2604	7073	4790	4429	2515	4234	6513	3947	972	3779	4804	2759	5203	5697	3068	8672
ENSG00000187398	15725	10123	5703	3418	6563	673	1842	24753	9584	206	1002	15119	4486	2825	1741	2624	9546	17118
ENSG00000187416	6132	6439	8528	2171	2404	402	3518	7835	11089	4674	551	5508	8238	7788	3784	27071	3640	7003
ENSG00000187446	4828	6753	6310	3800	5175	4223	3374	5864	7114	2845	2754	3971	4712	5042	4394	3518	4611	9003
ENSG00000187472	1	6	4	0	3	7	2	8	4	0	0	3	3	4	3	1	5	18
ENSG00000187474	503	172	66	78	375	1028	70	421	143	348	213	179	136	130	430	74	1016	968
ENSG00000187475	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	4	0
ENSG00000187479	2499	1567	1787	762	4905	1899	1747	1842	1458	3248	5619	2999	1796	2022	8181	1659	1368	2888
ENSG00000187481	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000187483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187486	900	461	3447	232	438	261	511	2040	2218	225	2837	1423	203	6512	7748	1303	388	3138
ENSG00000187492	3	3	3	1	1	2	2	1	3	2	0	1	3	3	7	2	5	4
ENSG00000187498	2431	5742	8655	54300	5234	14425	7521	1152	2602	30527	8131	1638	6002	1860	7461	7470	1460	7630
ENSG00000187504	2	3	4	0	1	2	3	3	0	4	0	4	0	3	5	6	1	9
ENSG00000187510	5	2	4	6	6	4	6	4	5	3	0	2	21	0	1	3	2	26
ENSG00000187513	211	276	153	380	127	559	876	79	315	440	520	69	483	639	803	411	272	423
ENSG00000187514	12137	13740	6597	13883	7256	6869	10396	17218	16757	25811	22621	9297	17170	25945	17705	14669	15352	19034
ENSG00000187516	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187522	1321	2893	1799	1052	1222	945	1361	1567	1697	1064	511	1168	2255	1048	1058	1647	1308	3157
ENSG00000187527	111	212	118	79	315	56	72	258	159	94	62	480	926	98	147	124	234	1672
ENSG00000187531	1008	568	1368	721	715	661	1282	940	932	1744	1097	821	1213	1034	1808	997	1133	1462
ENSG00000187533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000187534	34	36	54	29	13	57	22	44	38	29	27	17	29	61	82	24	50	74
ENSG00000187535	3875	2764	2932	2927	2626	3284	2132	4494	2214	1883	1167	2542	2813	2296	4804	2389	4371	6102
ENSG00000187536	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0
ENSG00000187537	1	1	0	1	1	0	0	0	0	0	0	1	3	0	2	0	0	2
ENSG00000187545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187546	88	102	103	551	123	105	23	156	499	91	48	226	27	86	57	75	145	311
ENSG00000187550	0	0	0	5	0	1	1	0	3	2	1	0	0	1	0	0	0	0
ENSG00000187553	8	13	1	8	5	3	18	8	7	12	4	2	15	5	12	7	4	17
ENSG00000187554	465	150	32	188	277	359	66	277	183	175	49	327	89	140	89	22	369	956
ENSG00000187555	8139	8728	9307	7608	6635	8753	8162	10922	10142	7410	5255	6424	7081	7090	7705	8974	7834	12687
ENSG00000187556	163	220	67	118	146	92	260	182	234	210	408	171	196	172	322	23	135	272
ENSG00000187559	1	1	1	6	3	1	7	1	0	2	3	5	4	3	9	5	1	3
ENSG00000187566	97	94	12	162	80	48	36	54	61	60	43	38	50	57	32	5	66	148
ENSG00000187569	0	0	2	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1
ENSG00000187581	7	4	3	0	2	2	2	7	1	2	0	3	9	1	0	6	4	6
ENSG00000187583	3	2	7	35	11	8	3	1	2	16	2	2	3	2	2	3	3	7
ENSG00000187589	0	1	0	0	0	1	4	1	2	0	0	0	2	0	1	2	0	2
ENSG00000187595	273	312	212	176	139	101	328	234	108	94	194	167	186	376	380	247	265	459
ENSG00000187600	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0
ENSG00000187601	5733	5853	3994	1019	2707	3311	3384	5232	7670	3755	4714	4000	5475	5879	4503	6206	3359	9523
ENSG00000187605	3276	2957	2969	2739	2305	724	2759	2712	2895	2322	476	3722	2550	1747	1763	1480	2467	4626
ENSG00000187607	771	620	570	373	396	283	437	565	647	951	165	649	864	382	290	499	332	657
ENSG00000187608	872	684	399	3804	558	1524	1057	765	398	8985	2291	237	7035	549	43728	379	75481	5220
ENSG00000187609	1408	1010	2340	716	1496	597	1763	1160	1430	1210	1624	1077	1796	2614	3593	1728	1084	1829
ENSG00000187612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187616	1	3	0	1	1	0	16	2	0	0	1	0	0	4	2	0	0	0
ENSG00000187621	0	1	4	1	0	8	9	1	1	2	6	0	5	0	5	1	1	0
ENSG00000187624	233	537	299	357	379	373	429	492	309	499	435	158	187	605	869	244	396	626
ENSG00000187626	447	432	418	375	194	189	487	474	447	332	177	408	497	428	346	440	422	856
ENSG00000187627	2	0	3	3	1	0	2	0	1	1	0	0	0	13	1	10	4	3
ENSG00000187630	528	583	121	288	224	566	685	569	804	419	906	313	514	536	569	398	570	824
ENSG00000187634	1222	510	754	153	162	93	440	1841	273	102	338	722	132	486	1873	564	1033	1303
ENSG00000187642	3	7	11	51	12	2	18	2	8	26	14	8	14	14	14	7	12	14
ENSG00000187650	249	147	193	357	290	186	270	231	323	153	184	268	224	302	427	273	322	540
ENSG00000187653	172	20	41	72	32	102	39	24	41	192	33	20	50	26	411	47	86	638
ENSG00000187657	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000187658	0	2	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000187664	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000187672	645	934	452	174	1758	140	740	654	1677	316	109	700	298	195	329	415	916	1097
ENSG00000187676	2334	2519	580	2658	2170	607	1560	3016	1385	514	476	1771	1391	482	779	68	1600	5184
ENSG00000187678	294	595	2016	5793	539	1565	2220	181	3113	37175	2039	197	1996	2118	3146	1976	202	377
ENSG00000187682	34	14	46	3	25	24	64	15	27	38	26	33	17	36	78	12	33	39
ENSG00000187686	15	10	21	24	8	12	55	24	22	16	1	9	4	8	38	19	9	37
ENSG00000187688	375	310	100	632	420	536	309	185	337	864	381	179	313	199	616	133	1034	658
ENSG00000187689	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	3
ENSG00000187690	23	6	71	1	4	15	55	9	15	21	20	4	14	28	48	9	12	12
ENSG00000187699	3703	2160	1745	1942	2128	1257	270	2760	1123	414	538	4193	719	1644	738	463	3226	6343
ENSG00000187701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187713	2373	3614	2745	2979	1803	2253	3245	3401	2906	3511	2669	1760	3480	2481	2871	2955	2440	4428
ENSG00000187714	5	4	348	0	27	252	0	3	3	300	25	0	16	1	188	2	2	14
ENSG00000187715	68	79	4	371	142	39	49	33	106	105	18	26	78	46	38	1	128	95
ENSG00000187720	667	6755	1652	2207	893	106	744	634	5883	111	170	551	1942	4706	607	412	305	3769
ENSG00000187721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187726	15	11	22	27	19	7	6	10	19	32	22	6	36	8	11	12	17	33
